GCN Name,Fermi Name,Enclosed Probability,TESS Sector,Trigger,Details,RA,Declination,Error Radius (arcmin),Localization Source,Alt. Local. Cam,Alt. Local. CCD,Alt. Local. Col,Alt. Local. Row,LC,Result
GRB 240417A,GRB240417782,0.00000,77,2024-04-17 18:43:53.813,<a href=yr24/GRB240417782.html>details</a>,30.74,-49.68,768.6,"Fermi, GBM              ",,,,,,
GRB 240415A,GRB240415269,0.00000,77,2024-04-15 06:24:42.434,<a href=yr24/GRB240415269.html>details</a>,129.128,73.169,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240414A,GRB240414098,0.00000,77,2024-04-14 02:18:26.652,<a href=yr24/GRB240414098.html>details</a>,184.786,56.727,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240411A,GRB240411073,0.40266,77,2024-04-11 01:42:43.695,<a href=yr24/GRB240411073.html>details</a>,242.59,40.58,324.0,"Fermi, GBM              ",,,,,,unexamined
GRB 240408A,GRB240408043,0.07212,77,2024-04-08 00:59:55.802,<a href=yr24/GRB240408043.html>details</a>,353.47,50.11,806.4,"Fermi, GBM              ",,,,,,unexamined
GRB 240407A,GRB240407042,0.04470,77,2024-04-07 00:57:38.177,<a href=yr24/GRB240407042.html>details</a>,352.33,44.92,102.6,"Fermi, GBM              ",,,,,,unexamined
GRB 240405B,GRB240405932,0.22859,77,2024-04-05 22:20:16.370,<a href=yr24/GRB240405932.html>details</a>,262.78,44.75,520.8,"Fermi, GBM              ",,,,,,unexamined
GRB 240405A,GRB240405630,0.00037,77,2024-04-05 15:04:35.424,<a href=yr24/GRB240405630.html>details</a>,289.65,37.79,311.40000000000003,"Fermi, GBM              ",,,,,,
GRB 240404A,GRB240404110,0.00003,77,2024-04-04 02:35:50.229,<a href=yr24/GRB240404110.html>details</a>,256.95,-27.34,801.0,"Fermi, GBM              ",,,,,,
GRB 240403A,GRB240403498,0.00000,77,2024-04-03 11:55:18.350,<a href=yr24/GRB240403498.html>details</a>,6.52,-17.3,106.2,"Fermi, GBM              ",,,,,,
,GRB240403149,0.81982,77,2024-04-03 03:31:41.237,<a href=yr24/GRB240403149.html>details</a>,225.83,39.16,347.4,"Fermi, GBM              ",,,,,,unexamined
GRB 240402A,GRB240402989,0.34841,77,2024-04-02 23:41:48.412,<a href=yr24/GRB240402989.html>details</a>,220.85,29.31,1500.6000000000001,"Fermi, GBM              ",,,,,,unexamined
GRB 240331A,GRB240331997,0.00000,77,2024-03-31 23:53:07.451,<a href=yr24/GRB240331997.html>details</a>,30.0667,-5.4,541.998,"Fermi, LAT              ",,,,,,
GRB 240329A,GRB240329905,0.00000,77,2024-03-29 21:40:56.454,<a href=yr24/GRB240329905.html>details</a>,259.7,-4.79,228.0,"Fermi, LAT              ",,,,,,
GRB 240328B,GRB240328798,0.00000,77,2024-03-28 19:06:59.592,<a href=yr24/GRB240328798.html>details</a>,223.38,-20.07,696.5999999999999,"Fermi, GBM              ",,,,,,
GRB 240328A,GRB240328515,0.03700,77,2024-03-28 12:19:08.435,<a href=yr24/GRB240328515.html>details</a>,231.95,-3.79,956.4,"Fermi, GBM              ",,,,,,unexamined
,GRB240320831,0.00000,76,2024-03-20 19:54:03.433,<a href=yr24/GRB240320831.html>details</a>,275.17,-34.22,188.4,"Fermi, GBM              ",,,,,,
GRB 240320A,GRB240320729,0.03203,76,2024-03-20 17:27:31.365,<a href=yr24/GRB240320729.html>details</a>,150.82,63.36,871.1999999999999,"Fermi, GBM              ",,,,,,unexamined
,GRB240318180,0.00000,76,2024-03-18 04:17:30.288,<a href=yr24/GRB240318180.html>details</a>,270.54,-44.44,864.0,"Fermi, GBM              ",,,,,,
GRB 240318A,GRB240318119,0.00000,76,2024-03-18 02:48:44.985,<a href=yr24/GRB240318119.html>details</a>,275.07,-4.95,286.2,"Fermi, GBM              ",,,,,,
GRB 240317B,GRB240317454,0.06584,76,2024-03-17 10:52:10.895,<a href=yr24/GRB240317454.html>details</a>,271.95,38.4,60.0,"Swift, BAT              ",,,,,,unexamined
GRB 240317A,GRB240317405,0.00001,76,2024-03-17 09:43:17.542,<a href=yr24/GRB240317405.html>details</a>,223.95,19.07,267.0,"Fermi, GBM              ",,,,,,
GRB 240315A,GRB240315464,0.14828,76,2024-03-15 11:05:14.271,<a href=yr24/GRB240315464.html>details</a>,199.48,21.86,848.4000000000001,"Fermi, GBM              ",,,,,,unexamined
GRB 240314A,GRB240314480,0.00000,76,2024-03-14 11:28:50.237,<a href=yr24/GRB240314480.html>details</a>,142.16,21.96,376.2,"Fermi, GBM              ",,,,,,
GRB 240310A,GRB240310236,0.00000,76,2024-03-10 05:37:51.375,<a href=yr24/GRB240310236.html>details</a>,312.46,-4.86,629.4,"Fermi, GBM              ",,,,,,
GRB 240308A,GRB240308268,0.00002,76,2024-03-08 06:23:08.932,<a href=yr24/GRB240308268.html>details</a>,77.89,50.92,273.59999999999997,"Fermi, GBM              ",,,,,,
GRB 240306A,GRB240306282,0.00000,76,2024-03-06 06:43:38.623,<a href=yr24/GRB240306282.html>details</a>,20.61,-41.95,235.2,"Fermi, GBM              ",,,,,,
GRB 240305C,GRB240305928,0.00000,76,2024-03-05 22:14:24.708,<a href=yr24/GRB240305928.html>details</a>,261.1,-3.24,548.4000000000001,"Fermi, GBM              ",,,,,,
GRB 240305A,GRB240305409,0.00000,76,2024-03-05 09:47:06.606,<a href=yr24/GRB240305409.html>details</a>,6.278,-43.904,4.98,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240305B,GRB240305162,0.00000,76,2024-03-05 03:50:35.159,<a href=yr24/GRB240305162.html>details</a>,10.37,-21.98,183.0,"Fermi, GBM              ",,,,,,
GRB 240303C,GRB240303837,0.00000,76,2024-03-03 20:02:54.947,<a href=yr24/GRB240303837.html>details</a>,329.93,-39.78,147.6,"Fermi, GBM              ",,,,,,
GRB 240303B,GRB240303513,0.00000,76,2024-03-03 12:16:35.050,<a href=yr24/GRB240303513.html>details</a>,304.49,1.26,60.0,"Fermi, GBM              ",,,,,,
GRB 240229A,GRB240229588,0.00013,76,2024-02-29 14:04:49.295,<a href=yr24/GRB240229588.html>details</a>,199.18,16.77,72.6,"Fermi, GBM              ",,,,,,
GRB 240227A,GRB240227195,0.00000,76,2024-02-27 04:37:58.649,<a href=yr24/GRB240227195.html>details</a>,69.59,-61.17,217.79999999999998,"Fermi, GBM              ",,,,,,
GRB 240226A,GRB240226815,0.00000,76,2024-02-26 19:30:56.249,<a href=yr24/GRB240226815.html>details</a>,290.54,-40.09,475.2,"Fermi, GBM              ",,,,,,
GRB 240226B,GRB240226236,0.00000,76,2024-02-26 05:37:53.505,<a href=yr24/GRB240226236.html>details</a>,342.08,-24.64,678.0,"Fermi, GBM              ",,,,,,
GRB 240222A,GRB240222369,0.00000,75,2024-02-22 08:49:14.504,<a href=yr24/GRB240222369.html>details</a>,143.248,-68.029,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240220A,GRB240220469,0.00000,75,2024-02-20 11:13:06.492,<a href=yr24/GRB240220469.html>details</a>,55.17,26.41,134.4,"Fermi, GBM              ",,,,,,
GRB 240218A,GRB240218084,0.00000,75,2024-02-18 01:58:03.987,<a href=yr24/GRB240218084.html>details</a>,161.781,1.304,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240216A,GRB240216456,0.00000,75,2024-02-16 10:54:47.169,<a href=yr24/GRB240216456.html>details</a>,46.68,-76.07,423.59999999999997,"Fermi, GBM              ",,,,,,
GRB 240215B,GRB240215828,0.00000,75,2024-02-15 19:49:27.652,<a href=yr24/GRB240215828.html>details</a>,309.52,-48.74,152.4,"Fermi, GBM              ",,,,,,
,GRB240215670,0.00000,75,2024-02-15 16:03:18.971,<a href=yr24/GRB240215670.html>details</a>,103.42,-19.73,403.8,"Fermi, GBM              ",,,,,,
GRB 240215A,GRB240215648,0.00000,75,2024-02-15 15:30:45.239,<a href=yr24/GRB240215648.html>details</a>,132.237,-6.4058,18.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240213A,GRB240213841,0.00000,75,2024-02-13 20:08:57.685,<a href=yr24/GRB240213841.html>details</a>,166.36,-20.45,96.60000000000001,"Fermi, GBM              ",,,,,,
GRB 240209A,GRB240209263,0.79690,75,2024-02-09 06:17:06.701,<a href=yr24/GRB240209263.html>details</a>,259.77,70.49,547.8000000000001,"Fermi, GBM              ",,,,,,unexamined
GRB 240207A,GRB240207639,0.60762,75,2024-02-07 15:18:07.149,<a href=yr24/GRB240207639.html>details</a>,162.13,51.56,549.6,"Fermi, GBM              ",,,,,,unexamined
GRB 240205B,GRB240205926,0.00000,75,2024-02-05 22:10:53.767,<a href=yr24/GRB240205926.html>details</a>,351.76,-55.132,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 240205A,GRB240205852,0.05435,75,2024-02-05 20:24:14.551,<a href=yr24/GRB240205852.html>details</a>,300.9,20.55,360.59999999999997,"Fermi, GBM              ",,,,,,unexamined
,GRB240205662,0.10312,75,2024-02-05 15:51:40.731,<a href=yr24/GRB240205662.html>details</a>,212.28,40.8,1967.3999999999999,"Fermi, GBM              ",,,,,,unexamined
GRB 240204A,GRB240204630,0.00000,75,2024-02-04 15:05:22.483,<a href=yr24/GRB240204630.html>details</a>,104.181,1.0269,0.042,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 240129A,GRB240129632,0.00223,74,2024-01-29 15:08:27.229,<a href=yr24/GRB240129632.html>details</a>,108.02,34.6,190.8,"Fermi, GBM              ",,,,,,
GRB 240127A,GRB240127202,0.00000,74,2024-01-27 04:48:24.570,<a href=yr24/GRB240127202.html>details</a>,299.93,-62.79,1794.0,"Fermi, GBM              ",,,,,,
GRB 240125B,GRB240125867,0.00042,74,2024-01-25 20:46:25.933,<a href=yr24/GRB240125867.html>details</a>,81.1,21.1,1017.6,"Fermi, GBM              ",,,,,,
GRB 240123B,GRB240123742,0.00225,74,2024-01-23 17:45:50.608,<a href=yr24/GRB240123742.html>details</a>,312.66,17.27,411.6,"Fermi, GBM              ",,,,,,
GRB 240119A,GRB240119729,0.00000,74,2024-01-19 17:26:50.626,<a href=yr24/GRB240119729.html>details</a>,152.67,-83.61,308.4,"Fermi, GBM              ",,,,,,
GRB 240118C,GRB240118725,0.00015,74,2024-01-18 17:21:09.271,<a href=yr24/GRB240118725.html>details</a>,305.33,-12.39,108.0,"Fermi, GBM              ",,,,,,
GRB 240118B,GRB240118508,0.00000,74,2024-01-18 12:08:52.165,<a href=yr24/GRB240118508.html>details</a>,49.84,-55.05,423.59999999999997,"Fermi, GBM              ",,,,,,
GRB 240118A,GRB240118075,0.00000,74,2024-01-18 01:45:54.782,<a href=yr24/GRB240118075.html>details</a>,18.57,29.79,3.0,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 240115B,GRB240115698,0.00000,74,2024-01-15 16:43:20.404,<a href=yr24/GRB240115698.html>details</a>,191.894,-35.566,3.48,INTEGRAL                ,-1,-1,-1,-1,,
GRB 240115A,GRB240115461,0.00000,74,2024-01-15 11:00:58.934,<a href=yr24/GRB240115461.html>details</a>,16.29,24.97,266.40000000000003,"Fermi, GBM              ",,,,,,
GRB 240112D,GRB240112914,0.00000,74,2024-01-12 21:53:48.642,<a href=yr24/GRB240112914.html>details</a>,148.48,-79.38,666.0,"Fermi, GBM              ",,,,,,
GRB 240112E,GRB240112742,0.00000,74,2024-01-12 17:45:56.104,<a href=yr24/GRB240112742.html>details</a>,217.66,-32.59,206.4,"Fermi, GBM              ",,,,,,
GRB 240112C,GRB240112734,0.00000,74,2024-01-12 17:35:08.921,<a href=yr24/GRB240112734.html>details</a>,270.642,24.4883,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 240112B,GRB240112541,0.00000,74,2024-01-12 12:57:09.605,<a href=yr24/GRB240112541.html>details</a>,8.21,-65.87,205.8,"Fermi, GBM              ",,,,,,
GRB 240109B,GRB240109896,0.00000,74,2024-01-09 21:28:39.179,<a href=yr24/GRB240109896.html>details</a>,241.5,-44.34,735.0,"Fermi, GBM              ",,,,,,
GRB 240109A,GRB240109168,0.00000,74,2024-01-09 03:59:22.950,<a href=yr24/GRB240109168.html>details</a>,301.318,16.578,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB240107803,0.00000,74,2024-01-07 19:14:12.486,<a href=yr24/GRB240107803.html>details</a>,292.46,-68.3,208.20000000000002,"Fermi, GBM              ",,,,,,
GRB 240106B,GRB240106265,0.00000,74,2024-01-06 06:19:02.687,<a href=yr24/GRB240106265.html>details</a>,239.77,-22.52,324.0,Known Source            ,,,,,,
GRB 240106A,GRB240106024,0.00000,74,2024-01-06 00:31:51.185,<a href=yr24/GRB240106024.html>details</a>,7.96,53.69,102.0,"Fermi, GBM              ",,,,,,
,GRB240102125,0.00000,73,2024-01-02 02:57:44.729,<a href=yr24/GRB240102125.html>details</a>,181.17,-16.6,96.60000000000001,"Fermi, GBM              ",,,,,,
GRB 240101C,GRB240101540,-1.00000,73,2024-01-01 12:55:09.101,,4.73,30.46,199.8,"Fermi, GBM              ",,,,,,
GRB 231230A,GRB231230062,0.00000,73,2023-12-30 01:26:56.418,<a href=yr23/GRB231230062.html>details</a>,245.197,58.12,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 231224A,GRB231224868,0.00003,73,2023-12-24 20:47:01.704,<a href=yr23/GRB231224868.html>details</a>,102.29,-71.17,712.8000000000001,"Fermi, GBM              ",,,,,,
GRB 231222B,GRB231222310,0.00000,73,2023-12-22 07:23:50.095,<a href=yr23/GRB231222310.html>details</a>,251.35,19.55,18.0,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 231222A,GRB231222299,0.00000,73,2023-12-22 07:07:39.443,<a href=yr23/GRB231222299.html>details</a>,164.71,-37.75,84.6,"Fermi, GBM              ",,,,,,
GRB 231220A,GRB231220674,0.87779,73,2023-12-20 16:08:01.209,<a href=yr23/GRB231220674.html>details</a>,73.37,82.29,302.4,"Fermi, GBM              ",,,,,,unexamined
GRB 231219A,GRB231219717,0.38607,73,2023-12-19 17:10:10.808,<a href=yr23/GRB231219717.html>details</a>,231.64,58.0,855.0,"Fermi, GBM              ",,,,,,unexamined
GRB 231215A,GRB231215408,0.00000,73,2023-12-15 09:45:00.849,<a href=yr23/GRB231215408.html>details</a>,9.7417,57.6465,0.06,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 231214A,GRB231214850,0.00000,73,2023-12-14 20:22:13.099,<a href=yr23/GRB231214850.html>details</a>,305.686,-72.433,0.03,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 231214B,GRB231214329,0.00000,73,2023-12-14 07:51:40.862,<a href=yr23/GRB231214329.html>details</a>,137.93,-13.42,375.0,"Fermi, GBM              ",,,,,,
GRB 231210A,GRB231210553,0.00208,73,2023-12-10 13:13:35.084,<a href=yr23/GRB231210553.html>details</a>,137.91,10.34,862.8000000000001,"Fermi, GBM              ",,,,,,
GRB 231206B,GRB231206789,0.00000,72,2023-12-06 18:54:20.924,<a href=yr23/GRB231206789.html>details</a>,41.87,3.91,500.4,"Fermi, GBM              ",,,,,,
GRB 231205A,GRB231205101,0.00000,72,2023-12-05 02:22:58.365,<a href=yr23/GRB231205101.html>details</a>,206.06,22.75,184.2,"Fermi, GBM              ",,,,,,
GRB 231204A,GRB231204833,0.00000,72,2023-12-04 19:57:51.357,<a href=yr23/GRB231204833.html>details</a>,324.4,54.65,142.20000000000002,"Fermi, GBM              ",,,,,,
,GRB231203831,0.00107,72,2023-12-03 19:53:45.113,<a href=yr23/GRB231203831.html>details</a>,197.33,42.54,911.4,"Fermi, GBM              ",,,,,,
GRB 231203A,GRB231203293,0.00000,72,2023-12-03 07:00:15.987,<a href=yr23/GRB231203293.html>details</a>,230.59,-51.51,223.8,"Fermi, GBM              ",,,,,,
GRB 231129C,GRB231129799,0.00000,72,2023-11-29 19:07:59.648,<a href=yr23/GRB231129799.html>details</a>,11.91,-81.636,5.3999999999999995,MAXI                    ,-1,-1,-1,-1,,
GRB 231128A,GRB231128489,0.00000,72,2023-11-28 11:41:56.899,<a href=yr23/GRB231128489.html>details</a>,194.05,-44.55,445.79999999999995,"Fermi, GBM              ",,,,,,
GRB 231126A,GRB231126050,0.00000,72,2023-11-26 01:10:05.201,<a href=yr23/GRB231126050.html>details</a>,277.42,25.58,404.40000000000003,"Fermi, GBM              ",,,,,,
GRB 231124A,GRB231124360,0.00000,72,2023-11-24 08:35:55.180,<a href=yr23/GRB231124360.html>details</a>,237.48,10.86,125.39999999999999,"Fermi, GBM              ",,,,,,
GRB 231123C,GRB231123832,0.00585,72,2023-11-23 19:56:12.965,<a href=yr23/GRB231123832.html>details</a>,184.83,57.45,701.4,"Fermi, GBM              ",,,,,,unexamined
GRB 231123B,GRB231123809,0.00000,72,2023-11-23 19:23:07.360,<a href=yr23/GRB231123809.html>details</a>,163.24,-67.55,291.6,"Fermi, GBM              ",,,,,,
GRB 231123A,GRB231123114,0.00002,72,2023-11-23 02:41:47.686,<a href=yr23/GRB231123114.html>details</a>,83.78,-19.57,549.6,"Fermi, GBM              ",,,,,,
GRB 231122A,GRB231122531,0.00030,72,2023-11-22 12:42:10.585,<a href=yr23/GRB231122531.html>details</a>,108.45,-5.54,229.2,"Fermi, GBM              ",,,,,,
GRB 231120A,GRB231120016,0.00208,72,2023-11-20 00:20:57.674,<a href=yr23/GRB231120016.html>details</a>,50.73,1.42,1094.3999999999999,"Fermi, GBM              ",,,,,,
GRB 231118B,GRB231118940,0.00000,72,2023-11-18 22:32:01.420,<a href=yr23/GRB231118940.html>details</a>,348.93,33.57,60.0,"Fermi, GBM              ",,,,,,
GRB 231118A,GRB231118720,0.00000,72,2023-11-18 17:14:14.662,<a href=yr23/GRB231118720.html>details</a>,4.843,-48.035,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 231116A,GRB231116403,0.00000,72,2023-11-16 09:38:31.111,<a href=yr23/GRB231116403.html>details</a>,24.59,-36.79,672.0,"Fermi, GBM              ",,,,,,
GRB 231115A,GRB231115650,0.00000,72,2023-11-15 15:34:05.743,<a href=yr23/GRB231115650.html>details</a>,149.001,69.6801,1.9980000000000002,INTEGRAL                ,-1,-1,-1,-1,,
GRB 231114A,GRB231114388,0.00176,72,2023-11-14 09:16:26.182,<a href=yr23/GRB231114388.html>details</a>,150.0,-36.55,682.8000000000001,"Fermi, GBM              ",,,,,,
GRB 231109A,GRB231109274,0.00012,71,2023-11-09 06:31:49.239,<a href=yr23/GRB231109274.html>details</a>,173.04,50.66,406.8,"Fermi, GBM              ",,,,,,
GRB 231108A,GRB231108877,0.32367,71,2023-11-08 21:00:57.856,<a href=yr23/GRB231108877.html>details</a>,104.84,50.49,1118.4,"Fermi, GBM              ",,,,,,unexamined
,GRB231106981,0.00337,71,2023-11-06 23:30:52.234,<a href=yr23/GRB231106981.html>details</a>,124.42,53.29,481.2,"Fermi, GBM              ",,,,,,
GRB 231106A,GRB231106759,0.90290,71,2023-11-06 18:11:07.232,<a href=yr23/GRB231106759.html>details</a>,113.81,25.57,204.60000000000002,"Fermi, GBM              ",,,,,,unexamined
GRB 231104B,GRB231104966,0.00000,71,2023-11-04 23:08:26.656,<a href=yr23/GRB231104966.html>details</a>,10.88,-41.76,196.2,"Fermi, GBM              ",,,,,,
GRB 231104A,GRB231104075,0.00000,71,2023-11-04 01:45:13.481,<a href=yr23/GRB231104075.html>details</a>,23.789,83.791,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 231103A,GRB231103612,0.00000,71,2023-11-03 14:39:12.007,<a href=yr23/GRB231103612.html>details</a>,13.96,-55.26,310.2,"Fermi, GBM              ",,,,,,
GRB 231101A,GRB231101099,0.27804,71,2023-11-01 02:21:01.629,<a href=yr23/GRB231101099.html>details</a>,137.06,13.26,790.8,"Fermi, GBM              ",,,,,,unexamined
,GRB231031144,0.00000,71,2023-10-31 03:25:05.359,<a href=yr23/GRB231031144.html>details</a>,155.22,-77.51,515.4,"Fermi, GBM              ",,,,,,
GRB 231030B,GRB231030832,0.00000,71,2023-10-30 19:56:04.831,<a href=yr23/GRB231030832.html>details</a>,244.03,56.47,67.2,"Fermi, GBM              ",,,,,,
,GRB231030050,0.00099,71,2023-10-30 01:10:08.569,<a href=yr23/GRB231030050.html>details</a>,117.59,-33.49,474.6,"Fermi, GBM              ",,,,,,
GRB 231030A,GRB231030005,0.03407,71,2023-10-30 00:05:22.533,<a href=yr23/GRB231030005.html>details</a>,46.75,49.11,975.6000000000001,"Fermi, GBM              ",,,,,,unexamined
,GRB231028935,0.00000,71,2023-10-28 22:23:37.904,<a href=yr23/GRB231028935.html>details</a>,325.05,52.37,147.6,"Fermi, GBM              ",,,,,,
GRB 231028A,GRB231028173,0.00000,71,2023-10-28 04:06:51.487,<a href=yr23/GRB231028173.html>details</a>,214.029,20.895,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 231025A,GRB231025283,0.00000,71,2023-10-25 06:44:46.463,<a href=yr23/GRB231025283.html>details</a>,190.96,-53.08,979.2,"Fermi, GBM              ",,,,,,
GRB 231024A,GRB231024556,0.00446,71,2023-10-24 13:18:17.874,<a href=yr23/GRB231024556.html>details</a>,15.37,-14.05,756.5999999999999,"Fermi, GBM              ",,,,,,
GRB 231020B,GRB231020900,0.00000,71,2023-10-20 21:33:38.504,<a href=yr23/GRB231020900.html>details</a>,222.38,17.24,60.0,"Fermi, GBM              ",,,,,,
GRB 231020A,GRB231020790,0.00000,71,2023-10-20 18:54:42.618,<a href=yr23/GRB231020790.html>details</a>,317.55,-28.71,60.0,"Fermi, GBM              ",,,,,,
GRB 231019A,GRB231019715,0.00000,71,2023-10-19 17:07:42.331,<a href=yr23/GRB231019715.html>details</a>,343.13,45.72,429.6,"Fermi, GBM              ",,,,,,
GRB 231018A,GRB231018521,0.00000,71,2023-10-18 12:27:54.981,<a href=yr23/GRB231018521.html>details</a>,3.05,50.7,60.0,"Fermi, GBM              ",,,,,,
GRB 231017A,GRB231017337,0.00014,71,2023-10-17 08:02:44.637,<a href=yr23/GRB231017337.html>details</a>,88.81,57.16,339.6,"Fermi, GBM              ",,,,,,
,GRB231014102,0.00001,70,2023-10-14 02:24:44.101,<a href=yr23/GRB231014102.html>details</a>,110.07,-36.05,324.0,"Fermi, GBM              ",,,,,,
GRB 231012A,GRB231012231,0.77777,70,2023-10-12 05:30:02.458,<a href=yr23/GRB231012231.html>details</a>,29.61,19.72,287.4,"Fermi, GBM              ",,,,,,unexamined
GRB 231004A,GRB231004350,0.00004,70,2023-10-04 08:21:18.146,<a href=yr23/GRB231004350.html>details</a>,68.35,-9.95,202.20000000000002,"Fermi, GBM              ",,,,,,
,GRB231001015,0.00000,70,2023-10-01 00:18:43.463,<a href=yr23/GRB231001015.html>details</a>,264.86,-33.75,427.2,"Fermi, GBM              ",,,,,,
GRB 230930A,GRB230930917,0.00000,70,2023-09-30 21:58:13.550,<a href=yr23/GRB230930917.html>details</a>,105.57,-9.15,406.2,"Fermi, GBM              ",,,,,,
GRB 230921A,GRB230921112,0.00000,70,2023-09-21 02:39:14.885,<a href=yr23/GRB230921112.html>details</a>,239.42,-33.44,414.0,"Fermi, GBM              ",,,,,,
GRB 230919A,GRB230919707,0.00000,69,2023-09-19 16:56:05.615,<a href=yr23/GRB230919707.html>details</a>,58.19,41.17,404.40000000000003,"Fermi, GBM              ",,,,,,
GRB 230918B,GRB230918997,0.00000,69,2023-09-18 23:53:03.849,<a href=yr23/GRB230918997.html>details</a>,307.66,-48.44,381.0,"Fermi, GBM              ",,,,,,
GRB 230918A,GRB230918412,0.00143,69,2023-09-18 09:50:20.758,<a href=yr23/GRB230918412.html>details</a>,222.46,-11.56,1024.2,"Fermi, GBM              ",,,,,,
,GRB230916144,0.00000,69,2023-09-16 03:25:28.767,<a href=yr23/GRB230916144.html>details</a>,137.64,69.93,477.6,"Fermi, GBM              ",,,,,,
